,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,rank_status
24503,2002-01-08,Kuwait,Iceland,0,0,Friendly,Muscat,Oman,True,2
24504,2002-01-08,Qatar,Zimbabwe,0,2,Friendly,Doha,Qatar,False,2
24505,2002-01-09,Cuba,Guatemala,0,0,Friendly,Havana,Cuba,False,2
24506,2002-01-10,Bahrain,Albania,3,0,Prime Minister's Cup,Riffa,Bahrain,False,2
24508,2002-01-10,Mali,Zambia,1,1,Friendly,Kayès,Mali,False,2
24509,2002-01-10,Saudi Arabia,Iceland,1,0,Friendly,Riyadh,Saudi Arabia,False,2
24510,2002-01-11,Egypt,Burkina Faso,2,2,Friendly,Cairo,Egypt,False,2
24511,2002-01-11,Grenada,Trinidad and Tobago,2,3,Friendly,St. George's,Grenada,False,2
24512,2002-01-11,Iraq,Oman,2,0,Friendly,Doha,Qatar,True,2
24513,2002-01-11,Tunisia,Cameroon,0,1,Friendly,Tunis,Tunisia,False,2
24514,2002-01-12,Ecuador,Guatemala,1,0,Friendly,Guayaquil,Ecuador,False,2
24516,2002-01-13,Morocco,Guinea,2,1,Friendly,Rabat,Morocco,False,2
24517,2002-01-13,Qatar,Iraq,1,3,Friendly,Doha,Qatar,False,2
24518,2002-01-14,Algeria,Benin,4,0,Friendly,Algiers,Algeria,False,2
24519,2002-01-15,South Africa,Angola,1,0,Friendly,Mafikeng,South Africa,False,2
24520,2002-01-16,Gambia,Morocco,0,2,Friendly,Banjul,Gambia,False,2
24521,2002-01-16,Saudi Arabia,Kuwait,1,1,Gulf Cup,Riyadh,Saudi Arabia,False,2
24522,2002-01-17,Qatar,Bahrain,1,0,Gulf Cup,Riyadh,Saudi Arabia,True,2
24523,2002-01-17,United Arab Emirates,Oman,1,0,Gulf Cup,Riyadh,Saudi Arabia,True,2
24524,2002-01-18,Haiti,Canada,0,2,Gold Cup,Miami,United States,True,2
24526,2002-01-19,El Salvador,Mexico,0,1,Gold Cup,Pasadena,United States,True,2
24527,2002-01-19,Kuwait,Oman,1,3,Gulf Cup,Riyadh,Saudi Arabia,True,2
24528,2002-01-19,Mali,Liberia,1,1,African Cup of Nations,Bamako,Mali,False,2
24531,2002-01-20,Antigua and Barbuda,Dominica,4,0,Friendly,St. John's,Antigua and Barbuda,False,2
24533,2002-01-20,Costa Rica,Trinidad and Tobago,1,1,Gold Cup,Miami,United States,True,2
24534,2002-01-20,Ecuador,Haiti,0,2,Gold Cup,Miami,United States,True,2
24535,2002-01-20,Egypt,Senegal,0,1,African Cup of Nations,Bamako,Mali,True,2
24536,2002-01-20,Saudi Arabia,Bahrain,3,1,Gulf Cup,Riyadh,Saudi Arabia,False,2
24537,2002-01-20,South Africa,Burkina Faso,0,0,African Cup of Nations,Ségou,Mali,True,2
24538,2002-01-20,United Arab Emirates,Qatar,0,2,Gulf Cup,Riyadh,Saudi Arabia,True,2
24539,2002-01-21,Algeria,Nigeria,0,1,African Cup of Nations,Bamako,Mali,True,2
24540,2002-01-21,Mexico,Guatemala,3,1,Gold Cup,Pasadena,United States,True,2
24541,2002-01-21,Morocco,Ghana,0,0,African Cup of Nations,Ségou,Mali,True,2
24544,2002-01-21,Zambia,Tunisia,0,0,African Cup of Nations,Bamako,Mali,True,2
24545,2002-01-22,Canada,Ecuador,0,2,Gold Cup,Miami,United States,True,2
24546,2002-01-22,Kuwait,Bahrain,0,0,Gulf Cup,Riyadh,Saudi Arabia,True,2
24548,2002-01-23,Guatemala,El Salvador,0,1,Gold Cup,Pasadena,United States,True,2
24550,2002-01-24,Mali,Nigeria,0,0,African Cup of Nations,Bamako,Mali,False,2
24551,2002-01-24,South Africa,Ghana,0,0,African Cup of Nations,Ségou,Mali,True,2
24552,2002-01-24,Oman,Qatar,1,2,Gulf Cup,Riyadh,Saudi Arabia,True,2
24553,2002-01-24,Saudi Arabia,United Arab Emirates,1,0,Gulf Cup,Riyadh,Saudi Arabia,False,2
24555,2002-01-25,Egypt,Tunisia,1,0,African Cup of Nations,Bamako,Mali,True,2
24556,2002-01-25,Liberia,Algeria,2,2,African Cup of Nations,Bamako,Mali,True,2
24557,2002-01-26,Burkina Faso,Morocco,1,2,African Cup of Nations,Ségou,Mali,True,2
24560,2002-01-26,Costa Rica,Haiti,2,1,Gold Cup,Miami,United States,True,2
24561,2002-01-26,Senegal,Zambia,1,0,African Cup of Nations,Bamako,Mali,True,2
24562,2002-01-26,Kuwait,Qatar,0,1,Gulf Cup,Riyadh,Saudi Arabia,True,2
24565,2002-01-27,United Arab Emirates,Bahrain,1,2,Gulf Cup,Riyadh,Saudi Arabia,True,2
24566,2002-01-27,Saudi Arabia,Oman,2,0,Gulf Cup,Riyadh,Saudi Arabia,False,2
24567,2002-01-28,Liberia,Nigeria,0,1,African Cup of Nations,Mopti,Mali,True,2
24568,2002-01-28,Mali,Algeria,2,0,African Cup of Nations,Bamako,Mali,False,2
24569,2002-01-29,Cameroon,Togo,3,0,African Cup of Nations,Sikasso,Mali,True,2
24571,2002-01-29,Kuwait,United Arab Emirates,2,1,Gulf Cup,Riyadh,Saudi Arabia,True,2
24572,2002-01-30,Burkina Faso,Ghana,1,2,African Cup of Nations,Mopti,Mali,True,2
24574,2002-01-30,South Africa,Morocco,3,1,African Cup of Nations,Ségou,Mali,True,2
24576,2002-01-30,Bahrain,Oman,1,1,Gulf Cup,Riyadh,Saudi Arabia,True,2
24577,2002-01-30,Saudi Arabia,Qatar,3,1,Gulf Cup,Riyadh,Saudi Arabia,False,2
24578,2002-01-31,Brazil,Bolivia,6,0,Friendly,Goiânia,Brazil,False,2
24579,2002-01-31,Egypt,Zambia,2,1,African Cup of Nations,Bamako,Mali,True,2
24580,2002-01-31,Senegal,Tunisia,0,0,African Cup of Nations,Kayes,Mali,True,2
24583,2002-02-03,Mali,South Africa,2,0,African Cup of Nations,Kayes,Mali,False,2
24584,2002-02-03,Nigeria,Ghana,1,0,African Cup of Nations,Bamako,Mali,True,2
24585,2002-02-04,Cameroon,Egypt,1,0,African Cup of Nations,Sikasso,Mali,True,2
24588,2002-02-06,Saudi Arabia,Brazil,0,1,Friendly,Riyadh,Saudi Arabia,False,2
24589,2002-02-07,Mali,Cameroon,0,3,African Cup of Nations,Bamako,Mali,False,2
24590,2002-02-07,Nigeria,Senegal,1,2,African Cup of Nations,Bamako,Mali,True,2
24592,2002-02-09,Lithuania,Moldova,1,0,Malta International Tournament,Attard,Malta,True,2
24593,2002-02-09,Mali,Nigeria,0,3,African Cup of Nations,Mopti,Mali,False,2
24594,2002-02-09,Malta,Jordan,2,1,Malta International Tournament,Attard,Malta,False,2
24595,2002-02-10,Faroe Islands,Poland,1,2,Friendly,Limassol,Cyprus,True,2
24597,2002-02-10,Senegal,Cameroon,0,0,African Cup of Nations,Bamako,Mali,True,2
24598,2002-02-10,Thailand,Singapore,4,0,King's Cup,Bangkok,Thailand,False,2
24599,2002-02-11,Malta,Lithuania,1,1,Malta International Tournament,Attard,Malta,False,2
24600,2002-02-11,Moldova,Jordan,2,0,Malta International Tournament,Attard,Malta,True,2
24601,2002-02-12,Cyprus,Switzerland,1,1,Cyprus International Tournament,Nicosia,Cyprus,False,2
24602,2002-02-12,Czech Republic,Hungary,2,0,Cyprus International Tournament,Larnaca,Cyprus,True,2
24604,2002-02-12,Slovenia,Honduras,1,5,Lunar New Year Cup,So Kon Po,Hong Kong,True,2
24605,2002-02-12,Thailand,Qatar,1,0,King's Cup,Bangkok,Thailand,False,2
24606,2002-02-12,Turkey,Ecuador,0,1,Friendly,Breda,Netherlands,True,2
24607,2002-02-13,Belgium,Norway,1,0,Friendly,Brussels,Belgium,False,2
24608,2002-02-13,Croatia,Bulgaria,0,0,Friendly,Rijeka,Croatia,False,2
24609,2002-02-13,Cyprus,Czech Republic,3,4,Cyprus International Tournament,Nicosia,Cyprus,False,2
24610,2002-02-13,Faroe Islands,Liechtenstein,1,0,Friendly,Pégeia,Cyprus,True,2
24611,2002-02-13,France,Romania,2,1,Friendly,Saint-Denis,France,False,2
24612,2002-02-13,Germany,Israel,7,1,Friendly,Kaiserslautern,Germany,False,2
24613,2002-02-13,Greece,Sweden,2,2,Friendly,Salonica,Greece,False,2
24614,2002-02-13,Republic of Ireland,Russia,2,0,Friendly,Dublin,Republic of Ireland,False,2
24616,2002-02-13,Lithuania,Jordan,0,3,Malta International Tournament,Attard,Malta,True,2
24617,2002-02-13,Luxembourg,Albania,0,0,Friendly,Hesperange,Luxembourg,False,2
24618,2002-02-13,Malta,Moldova,3,0,Malta International Tournament,Attard,Malta,False,2
24619,2002-02-13,Mexico,Serbia,1,2,Friendly,Phoenix,United States,True,2
24620,2002-02-13,Netherlands,England,1,1,Friendly,Amsterdam,Netherlands,False,2
24621,2002-02-13,Northern Ireland,Poland,1,4,Friendly,Limassol,Cyprus,True,2
24622,2002-02-13,Paraguay,Bolivia,2,2,Friendly,Ciudad del Este,Paraguay,False,2
24623,2002-02-13,Saudi Arabia,Denmark,0,1,Friendly,Riyadh,Saudi Arabia,False,2
24624,2002-02-13,Spain,Portugal,1,1,Friendly,Barcelona,Spain,False,2
24625,2002-02-13,Switzerland,Hungary,2,1,Cyprus International Tournament,Limassol,Cyprus,True,2
24627,2002-02-13,Wales,Argentina,1,1,Friendly,Cardiff,Wales,False,2
24628,2002-02-14,Qatar,Singapore,3,0,King's Cup,Bangkok,Thailand,True,2
24630,2002-02-15,China PR,Slovenia,0,0,Lunar New Year Cup,So Kon Po,Hong Kong,True,2
24631,2002-02-16,Qatar,Singapore,2,0,King's Cup,Bangkok,Thailand,True,2
24637,2002-03-07,Brazil,Iceland,6,1,Friendly,Cuiabá,Brazil,False,2
24638,2002-03-09,American Samoa,New Caledonia,0,10,Oceania Nations Cup qualification,Apia,Samoa,True,2
24639,2002-03-09,Samoa,Tonga,2,0,Oceania Nations Cup qualification,Apia,Samoa,False,2
24642,2002-03-12,American Samoa,Tonga,2,7,Oceania Nations Cup qualification,Apia,Samoa,True,2
24643,2002-03-12,New Caledonia,Papua New Guinea,1,4,Oceania Nations Cup qualification,Apia,Samoa,True,2
24644,2002-03-13,Mexico,Albania,4,0,Friendly,San Diego,United States,True,2
24646,2002-03-14,Estonia,Saudi Arabia,2,0,Friendly,Montecatini Terme,Italy,True,2
24647,2002-03-14,Papua New Guinea,Tonga,5,0,Oceania Nations Cup qualification,Apia,Samoa,True,2
24648,2002-03-14,Samoa,American Samoa,5,0,Oceania Nations Cup qualification,Apia,Samoa,False,2
24649,2002-03-16,Botswana,Namibia,3,1,Friendly,Gaborone,Botswana,False,2
24650,2002-03-16,Mauritius,Madagascar,2,3,COSAFA Cup,Mapou,Mauritius,False,2
24651,2002-03-16,New Caledonia,Tonga,9,0,Oceania Nations Cup qualification,Apia,Samoa,True,2
24652,2002-03-16,Samoa,Papua New Guinea,1,4,Oceania Nations Cup qualification,Apia,Samoa,False,2
24653,2002-03-17,Sri Lanka,Pakistan,1,1,Friendly,Colombo,Sri Lanka,False,2
24654,2002-03-18,American Samoa,Papua New Guinea,0,7,Oceania Nations Cup qualification,Apia,Samoa,True,2
24655,2002-03-18,Samoa,New Caledonia,0,5,Oceania Nations Cup qualification,Apia,Samoa,False,2
24656,2002-03-19,Sri Lanka,Pakistan,0,0,Friendly,Kurunegala,Sri Lanka,False,2
24658,2002-03-20,Saudi Arabia,South Africa,1,0,Friendly,Pistoia,Italy,True,2
24659,2002-03-21,Japan,Ukraine,1,0,Friendly,Osaka,Japan,False,2
24660,2002-03-23,Sri Lanka,Pakistan,1,0,Friendly,Colombo,Sri Lanka,False,2
24661,2002-03-25,Sri Lanka,Pakistan,2,1,Friendly,Kalutara,Sri Lanka,False,2
24663,2002-03-26,Nigeria,Paraguay,1,1,Friendly,London,England,True,2
24664,2002-03-27,Albania,Azerbaijan,1,0,Friendly,Tirana,Albania,False,2
24665,2002-03-27,Argentina,Cameroon,2,2,Friendly,Geneva,Switzerland,True,2
24666,2002-03-27,Austria,Slovakia,2,0,Friendly,Graz,Austria,False,2
24667,2002-03-27,Belize,Guyana,3,1,Friendly,Belize,Belize,False,2
24669,2002-03-27,Brazil,Serbia,1,0,Friendly,Fortaleza,Brazil,False,2
24670,2002-03-27,Bulgaria,Ecuador,0,3,Friendly,East Rutherford,United States,True,2
24671,2002-03-27,Croatia,Slovenia,0,0,Friendly,Zagreb,Croatia,False,2
24672,2002-03-27,England,Italy,1,2,Friendly,Leeds,England,False,2
24673,2002-03-27,Estonia,Russia,2,1,Friendly,Tallinn,Estonia,False,2
24674,2002-03-27,France,Scotland,5,0,Friendly,Saint-Denis,France,False,2
24675,2002-03-27,Georgia,South Africa,4,1,Friendly,Tbilisi,Georgia,False,2
24677,2002-03-27,Republic of Ireland,Denmark,3,0,Friendly,Dublin,Republic of Ireland,False,2
24678,2002-03-27,Liechtenstein,Northern Ireland,0,0,Friendly,Vaduz,Liechtenstein,False,2
24679,2002-03-27,Luxembourg,Latvia,0,3,Friendly,Hesperange,Luxembourg,False,2
24680,2002-03-27,Malta,Andorra,1,1,Friendly,Attard,Malta,False,2
24681,2002-03-27,Moldova,Hungary,0,2,Friendly,Chişinău,Moldova,False,2
24682,2002-03-27,Netherlands,Spain,1,0,Friendly,Rotterdam,Netherlands,False,2
24683,2002-03-27,Poland,Japan,0,2,Friendly,Łódź,Poland,False,2
24684,2002-03-27,Portugal,Finland,1,4,Friendly,Porto,Portugal,False,2
24685,2002-03-27,Romania,Ukraine,4,1,Friendly,Constanţa,Romania,False,2
24686,2002-03-27,Saudi Arabia,Uruguay,3,2,Friendly,Dammam,Saudi Arabia,False,2
24687,2002-03-27,Senegal,Bolivia,2,1,Friendly,Dakar,Senegal,False,2
24688,2002-03-27,Sweden,Switzerland,1,1,Friendly,Malmö,Sweden,False,2
24689,2002-03-27,Tunisia,Norway,0,0,Friendly,Tunis,Tunisia,False,2
24690,2002-03-27,Wales,Czech Republic,0,0,Friendly,Cardiff,Wales,False,2
24691,2002-03-30,Botswana,South Africa,0,0,COSAFA Cup,Gaborone,Botswana,False,2
24694,2002-04-04,Sri Lanka,Maldives,1,0,Friendly,Colombo,Sri Lanka,False,2
24695,2002-04-06,Sri Lanka,Maldives,1,1,Friendly,Jaffna,Sri Lanka,False,2
24696,2002-04-07,Lesotho,Mozambique,0,2,COSAFA Cup,Maseru,Lesotho,False,2
24697,2002-04-09,Singapore,Maldives,2,0,Friendly,Singapore,Singapore,False,2
24698,2002-04-10,Yemen,Ethiopia,1,1,Friendly,Sana'a,Yemen,False,2
24699,2002-04-17,Andorra,Albania,2,0,Friendly,Sant Julià de Lòria,Andorra,False,2
24700,2002-04-17,Austria,Cameroon,0,0,Friendly,Vienna,Austria,False,2
24701,2002-04-17,Belgium,Slovakia,1,1,Friendly,Brussels,Belgium,False,2
24702,2002-04-17,Belize,Nicaragua,7,1,Friendly,Belize,Belize,False,2
24703,2002-04-17,Croatia,Bosnia and Herzegovina,2,0,Friendly,Zagreb,Croatia,False,2
24704,2002-04-17,Denmark,Israel,3,1,Friendly,Copenhagen,Denmark,False,2
24705,2002-04-17,Ecuador,South Africa,0,0,Friendly,Murcia,Spain,True,2
24706,2002-04-17,England,Paraguay,4,0,Friendly,Liverpool,England,False,2
24707,2002-04-17,France,Russia,0,0,Friendly,Saint-Denis,France,False,2
24708,2002-04-17,Germany,Argentina,0,1,Friendly,Stuttgart,Germany,False,2
24709,2002-04-17,Greece,Czech Republic,0,0,Friendly,Ioannina,Greece,False,2
24710,2002-04-17,Hungary,Belarus,2,5,Friendly,Debrecen,Hungary,False,2
24712,2002-04-17,Italy,Uruguay,1,1,Friendly,Milan,Italy,False,2
24713,2002-04-17,Japan,Costa Rica,1,1,Friendly,Yokohama,Japan,False,2
24714,2002-04-17,Latvia,Kazakhstan,2,1,Friendly,Ventspils,Latvia,False,2
24715,2002-04-17,Luxembourg,Liechtenstein,3,3,Friendly,Hesperange,Luxembourg,False,2
24717,2002-04-17,Malta,Azerbaijan,1,0,Friendly,Attard,Malta,False,2
24718,2002-04-17,Mexico,Bulgaria,1,0,Friendly,East Rutherford,United States,True,2
24719,2002-04-17,Northern Ireland,Spain,0,5,Friendly,Belfast,Northern Ireland,False,2
24720,2002-04-17,Norway,Sweden,0,0,Friendly,Oslo,Norway,False,2
24721,2002-04-17,Poland,Romania,1,2,Friendly,Bydgoszcz,Poland,False,2
24722,2002-04-17,Portugal,Brazil,1,1,Friendly,Lisbon,Portugal,False,2
24723,2002-04-17,Scotland,Nigeria,1,2,Friendly,Aberdeen,Scotland,False,2
24724,2002-04-17,Serbia,Lithuania,4,1,Friendly,Smederevo,Yugoslavia,False,2
24725,2002-04-17,Slovenia,Tunisia,1,0,Friendly,Ljubljana,Slovenia,False,2
24726,2002-04-17,Turkey,Chile,2,0,Friendly,Kerkrade,Netherlands,True,2
24727,2002-04-17,Ukraine,Georgia,2,1,Friendly,Kyïv,Ukraine,False,2
24731,2002-04-29,Japan,Slovakia,1,0,Kirin Cup,Tokyo,Japan,False,2
24732,2002-05-02,Japan,Honduras,3,3,Kirin Cup,Kobe,Japan,False,2
24733,2002-05-04,Malawi,Tanzania,1,0,Friendly,Blantyre,Malawi,False,2
24734,2002-05-04,Nigeria,Kenya,3,0,Friendly,Lagos,Nigeria,False,2
24737,2002-05-07,Venezuela,Colombia,0,0,Friendly,Caracas,Venezuela,False,2
24738,2002-05-08,Ecuador,Serbia,1,0,Friendly,East Rutherford,United States,True,2
24739,2002-05-08,Hungary,Croatia,0,2,Friendly,Pécs,Hungary,False,2
24740,2002-05-09,Costa Rica,Colombia,1,2,Friendly,San José,Costa Rica,False,2
24741,2002-05-09,Germany,Kuwait,7,0,Friendly,Freiburg,Germany,False,2
24742,2002-05-11,Kenya,Tanzania,1,0,Friendly,Nairobi,Kenya,False,2
24743,2002-05-12,Mexico,Colombia,2,1,Friendly,Mexico City,Mexico,False,2
24744,2002-05-12,South Africa,Madagascar,1,0,Friendly,Durban,South Africa,False,2
24746,2002-05-14,Belgium,Algeria,0,0,Friendly,Brussels,Belgium,False,2
24747,2002-05-14,Norway,Japan,3,0,Friendly,Oslo,Norway,False,2
24748,2002-05-14,Saudi Arabia,Senegal,3,2,Friendly,Riyadh,Saudi Arabia,False,2
24749,2002-05-14,Slovakia,Uzbekistan,4,1,Friendly,Prešov,Slovakia,False,2
24750,2002-05-14,Wales,Germany,1,0,Friendly,Cardiff,Wales,False,2
24751,2002-05-15,Greece,Cyprus,3,1,Friendly,Rhodes,Greece,False,2
24752,2002-05-15,Switzerland,Canada,1,3,Friendly,St. Gallen,Switzerland,False,2
24753,2002-05-16,China PR,Uruguay,0,2,Friendly,Shenyang,China PR,False,2
24754,2002-05-16,Republic of Ireland,Nigeria,1,2,Friendly,Dublin,Republic of Ireland,False,2
24756,2002-05-16,Mexico,Bolivia,1,0,Friendly,San Francisco,United States,True,2
24759,2002-05-17,Denmark,Cameroon,2,1,Friendly,Copenhagen,Denmark,False,2
24760,2002-05-17,Russia,Belarus,1,1,Friendly,Moscow,Russia,False,2
24761,2002-05-17,Slovenia,Ghana,2,0,Friendly,Ljubljana,Slovenia,False,2
24762,2002-05-17,Sweden,Paraguay,1,2,Friendly,Solna,Sweden,False,2
24763,2002-05-17,Ukraine,Serbia,2,0,Friendly,Moscow,Russia,True,2
24765,2002-05-18,Czech Republic,Italy,1,0,Friendly,Prague,Czech Republic,False,2
24766,2002-05-18,France,Belgium,1,2,Friendly,Saint-Denis,France,False,2
24767,2002-05-18,Germany,Austria,6,2,Friendly,Leverkusen,Germany,False,2
24768,2002-05-18,Jamaica,Nigeria,0,1,Friendly,London,England,True,2
24769,2002-05-18,Malawi,Angola,2,1,COSAFA Cup,Blantyre,Malawi,False,2
24770,2002-05-18,Poland,Estonia,1,0,Friendly,Warsaw,Poland,False,2
24771,2002-05-18,Tanzania,Kenya,0,5,Friendly,Arusha,Tanzania,False,2
24773,2002-05-19,Belarus,Ukraine,2,0,Friendly,Moscow,Russia,True,2
24775,2002-05-19,Russia,Serbia,1,1,Friendly,Moscow,Russia,False,2
24777,2002-05-20,Scotland,South Africa,0,2,Friendly,So Kon Po,Hong Kong,True,2
24779,2002-05-21,San Marino,Estonia,0,1,Friendly,Serravalle,San Marino,False,2
24780,2002-05-21,Singapore,Uruguay,1,2,Friendly,Kallang,Singapore,False,2
24781,2002-05-22,Finland,Latvia,2,1,Friendly,Helsinki,Finland,False,2
24782,2002-05-22,Norway,Iceland,1,1,Friendly,Bodø,Norway,False,2
24783,2002-05-23,Ecuador,Senegal,0,1,Friendly,Tottori,Japan,True,2
24784,2002-05-23,South Africa,Turkey,2,0,Friendly,So Kon Po,Hong Kong,True,2
24785,2002-05-25,China PR,Portugal,0,2,Friendly,Macau,Macau,True,2
24786,2002-05-25,Japan,Sweden,1,1,Friendly,Tokyo,Japan,False,2
24787,2002-05-25,Malaysia,Brazil,0,4,Friendly,Kuala Lumpur,Malaysia,False,2
24788,2002-05-26,Belgium,Costa Rica,1,0,Friendly,Kumamoto,Japan,True,2
24789,2002-05-26,Cameroon,England,2,2,Friendly,Kobe,Japan,True,2
24790,2002-05-26,Denmark,Tunisia,2,1,Friendly,Wakayama,Japan,True,2
24793,2002-05-31,France,Senegal,0,1,FIFA World Cup,Seoul,South Korea,True,2
24794,2002-06-01,Germany,Saudi Arabia,8,0,FIFA World Cup,Sapporo,Japan,True,2
24795,2002-06-01,Republic of Ireland,Cameroon,1,1,FIFA World Cup,Niigata,Japan,True,2
24796,2002-06-01,Uruguay,Denmark,1,2,FIFA World Cup,Ulsan,South Korea,True,2
24797,2002-06-02,Argentina,Nigeria,1,0,FIFA World Cup,Kashima,Japan,True,2
24798,2002-06-02,England,Sweden,1,1,FIFA World Cup,Saitama,Japan,True,2
24799,2002-06-02,Paraguay,South Africa,2,2,FIFA World Cup,Busan,South Korea,True,2
24800,2002-06-02,Spain,Slovenia,3,1,FIFA World Cup,Gwangju,South Korea,True,2
24801,2002-06-03,Brazil,Turkey,2,1,FIFA World Cup,Ulsan,South Korea,True,2
24802,2002-06-03,Croatia,Mexico,0,1,FIFA World Cup,Niigata,Japan,True,2
24803,2002-06-03,Italy,Ecuador,2,0,FIFA World Cup,Sapporo,Japan,True,2
24804,2002-06-04,China PR,Costa Rica,0,2,FIFA World Cup,Gwangju,South Korea,True,2
24805,2002-06-04,Japan,Belgium,2,2,FIFA World Cup,Saitama,Japan,False,2
24807,2002-06-05,Germany,Republic of Ireland,1,1,FIFA World Cup,Kashima,Japan,True,2
24808,2002-06-05,Russia,Tunisia,2,0,FIFA World Cup,Kobe,Japan,True,2
24810,2002-06-06,Cameroon,Saudi Arabia,1,0,FIFA World Cup,Saitama,Japan,True,2
24811,2002-06-06,Denmark,Senegal,1,1,FIFA World Cup,Daegu,South Korea,True,2
24812,2002-06-06,France,Uruguay,0,0,FIFA World Cup,Busan,South Korea,True,2
24814,2002-06-07,Andorra,Armenia,0,2,Friendly,Sant Julià de Lòria,Andorra,False,2
24815,2002-06-07,Argentina,England,0,1,FIFA World Cup,Sapporo,Japan,True,2
24816,2002-06-07,Spain,Paraguay,3,1,FIFA World Cup,Jeonju,South Korea,True,2
24817,2002-06-07,Sweden,Nigeria,2,1,FIFA World Cup,Kobe,Japan,True,2
24818,2002-06-08,Brazil,China PR,4,0,FIFA World Cup,Seogwipo,South Korea,True,2
24819,2002-06-08,Italy,Croatia,1,2,FIFA World Cup,Kashima,Japan,True,2
24820,2002-06-08,Malawi,Botswana,2,0,Friendly,Lilongwe,Malawi,False,2
24821,2002-06-08,South Africa,Slovenia,1,0,FIFA World Cup,Daegu,South Korea,True,2
24822,2002-06-09,Costa Rica,Turkey,1,1,FIFA World Cup,Incheon,South Korea,True,2
24823,2002-06-09,Japan,Russia,1,0,FIFA World Cup,Yokohama,Japan,False,2
24824,2002-06-09,Malawi,Botswana,1,0,Friendly,Blantyre,Malawi,False,2
24825,2002-06-09,Mexico,Ecuador,2,1,FIFA World Cup,Rifu,Japan,True,2
24827,2002-06-10,Portugal,Poland,4,0,FIFA World Cup,Jeonju,South Korea,True,2
24828,2002-06-10,Tunisia,Belgium,1,1,FIFA World Cup,Ōita,Japan,True,2
24829,2002-06-11,Cameroon,Germany,0,2,FIFA World Cup,Fukuroi,Japan,True,2
24830,2002-06-11,Denmark,France,2,0,FIFA World Cup,Incheon,South Korea,True,2
24831,2002-06-11,Saudi Arabia,Republic of Ireland,0,3,FIFA World Cup,Yokohama,Japan,True,2
24832,2002-06-11,Senegal,Uruguay,3,3,FIFA World Cup,Suwon,South Korea,True,2
24833,2002-06-12,Nigeria,England,0,0,FIFA World Cup,Osaka,Japan,True,2
24834,2002-06-12,Slovenia,Paraguay,1,3,FIFA World Cup,Seogwipo,South Korea,True,2
24835,2002-06-12,South Africa,Spain,2,3,FIFA World Cup,Daejeon,South Korea,True,2
24836,2002-06-12,Sweden,Argentina,1,1,FIFA World Cup,Rifu,Japan,True,2
24837,2002-06-13,Costa Rica,Brazil,2,5,FIFA World Cup,Suwon,South Korea,True,2
24838,2002-06-13,Ecuador,Croatia,1,0,FIFA World Cup,Yokohama,Japan,True,2
24839,2002-06-13,Mexico,Italy,1,1,FIFA World Cup,Ōita,Japan,True,2
24840,2002-06-13,Turkey,China PR,3,0,FIFA World Cup,Seoul,South Korea,True,2
24841,2002-06-14,Belgium,Russia,3,2,FIFA World Cup,Fukuroi,Japan,True,2
24842,2002-06-14,Japan,Tunisia,2,0,FIFA World Cup,Osaka,Japan,False,2
24845,2002-06-15,Denmark,England,0,3,FIFA World Cup,Niigata,Japan,True,2
24846,2002-06-15,Germany,Paraguay,1,0,FIFA World Cup,Seogwipo,South Korea,True,2
24847,2002-06-16,Spain,Republic of Ireland,1,1,FIFA World Cup,Suwon,South Korea,True,2
24848,2002-06-16,Sweden,Senegal,1,2,FIFA World Cup,Ōita,Japan,True,2
24849,2002-06-17,Brazil,Belgium,2,0,FIFA World Cup,Kobe,Japan,True,2
